rgn_name,rgn_id,rgn_code,year,species,harvest_kgs,stock_id,assessed,rgn_catch,catch_prop
Strait of Georgia,6,SG,2010,walleye_pollock,1296.88,NA,0,7867123.9394489,1.6484804484862963e-4
North Coast,1,NC,2010,walleye_pollock,291244.27,NA,0,3841450.283543457,0.07581622785739882
Haida Gwaii,2,HG,2010,walleye_pollock,1371445.74,NA,0,9241521.132846788,0.1484004332496219
Central Coast,3,CC,2010,walleye_pollock,18888.32,NA,0,9532951.747544048,0.00198137161502639
North Vancouver Island,4,NV,2010,walleye_pollock,1884038.14,NA,0,6063301.455335896,0.3107280998443491
Pacific Offshore,7,PO,2010,walleye_pollock,0,NA,0,29268.309999999998,0
West Vancouver Island,5,WV,2009,walleye_pollock,186418.73,NA,0,14834480.446425686,0.012566583014029112
Strait of Georgia,6,SG,2009,walleye_pollock,27584.41,NA,0,18541696.928107597,0.0014876960888183023
North Coast,1,NC,2009,walleye_pollock,133364.05,NA,0,5081576.212980492,0.02624462261519012
Haida Gwaii,2,HG,2009,walleye_pollock,1291065.97,NA,0,14117849.720231751,0.09144919343841879
Central Coast,3,CC,2009,walleye_pollock,9178.19,NA,0,5085115.877180197,0.0018049126552234043
North Vancouver Island,4,NV,2009,walleye_pollock,1502284.12,NA,0,6861057.560052206,0.21895809893024265
Pacific Offshore,7,PO,2009,walleye_pollock,0,NA,0,9615.72,0
West Vancouver Island,5,WV,2008,walleye_pollock,574.89,NA,0,15511990.370206352,3.7061008051177146e-5
Strait of Georgia,6,SG,2008,walleye_pollock,1833.71,NA,0,12167682.550480561,1.5070330709175e-4
North Coast,1,NC,2008,walleye_pollock,83338.46,NA,0,9152255.537298894,0.009105783777601526
Haida Gwaii,2,HG,2008,walleye_pollock,264579.37,NA,0,11240284.73,0.023538493584049983
Central Coast,3,CC,2008,walleye_pollock,3724.79,NA,0,4152124.140710771,8.970805962854428e-4
North Vancouver Island,4,NV,2008,walleye_pollock,973576.95,NA,0,4422887.674816839,0.2201224678490886
Strait of Georgia,6,SG,2007,walleye_pollock,620.31,NA,0,13399208.115038458,4.6294526861165895e-5
North Coast,1,NC,2007,walleye_pollock,113131.67,NA,0,4634037.613483222,0.024413196317360792
Haida Gwaii,2,HG,2007,walleye_pollock,586622.24,NA,0,11755290.6,0.04990282758301186
Central Coast,3,CC,2007,walleye_pollock,22710.23,NA,0,9862748.438992398,0.0023026269138341857
North Vancouver Island,4,NV,2007,walleye_pollock,1070471.07,NA,0,4939794.8401448,0.21670354835396796
Aristazabal Island,8,AZ,2007,walleye_pollock,63.75,NA,0,187168.9044411718,3.406014486772667e-4
Pacific Offshore,7,PO,2007,walleye_pollock,0,NA,0,9217.08,0
West Vancouver Island,5,WV,2015,sole,1285716.28,NA,0,33452129.480067726,0.03843451224132345
Strait of Georgia,6,SG,2015,sole,75422.67,NA,0,16912592.048037514,0.004459557103120205
North Coast,1,NC,2015,sole,421238.78,NA,0,6183163.396933077,0.06812674240647425
Haida Gwaii,2,HG,2015,sole,465776.27,NA,0,13542664.750681318,0.034393251149229496
Central Coast,3,CC,2015,sole,196610.55,NA,0,4916529.47,0.03998970232959877
North Vancouver Island,4,NV,2015,sole,76802.64,NA,0,5674150.295034657,0.013535531490452156
Aristazabal Island,8,AZ,2015,sole,478.9,NA,0,130331.65999999999,0.003674471728511706
Pacific Offshore,7,PO,2015,sole,13465.93,NA,0,41149.73,0.32724224435980503
West Vancouver Island,5,WV,2014,sole,1433357.16,NA,0,22716529.430170547,0.0630975415679612
Strait of Georgia,6,SG,2014,sole,80209.72,NA,0,15505560.66062311,0.0051729648321389154
North Coast,1,NC,2014,sole,554479.43,NA,0,8738613.755689513,0.063451646394028
Haida Gwaii,2,HG,2014,sole,683178.66,NA,0,9029312.29,0.0756623138128275
Central Coast,3,CC,2014,sole,186402.75,NA,0,4845805.251217306,0.03846682653067292
North Vancouver Island,4,NV,2014,sole,95888.34,NA,0,5643027.871330182,0.016992356264474213
Aristazabal Island,8,AZ,2014,sole,154.79,NA,0,1330071.9520534652,1.1637716272493646e-4
Pacific Offshore,7,PO,2014,sole,406.79,NA,0,8847.82,0.045976296986150265
West Vancouver Island,5,WV,2013,sole,1703740.26,NA,0,17867546.998836838,0.0953538983337171
Strait of Georgia,6,SG,2013,sole,102051.33,NA,0,14092531.850460354,0.007241518492411024
North Coast,1,NC,2013,sole,901572.89,NA,0,4330308.408733,0.20820061873232493
Haida Gwaii,2,HG,2013,sole,679928.32,NA,0,6216991.811604084,0.10936612763923964
Central Coast,3,CC,2013,sole,217890.04,NA,0,9412649.495147534,0.023148640572702512
North Vancouver Island,4,NV,2013,sole,93523.86,NA,0,5227998.770110408,0.017889036343064196
Aristazabal Island,8,AZ,2013,sole,138.52,NA,0,679871.7443152436,2.0374431083250156e-4
Pacific Offshore,7,PO,2013,sole,0,NA,0,30041.54,0
West Vancouver Island,5,WV,2012,sole,1776045.56,NA,0,16261364.429980952,0.10921872931680435
Strait of Georgia,6,SG,2012,sole,83825.3,NA,0,11305432.708615396,0.0074146034177108725
North Coast,1,NC,2012,sole,1083893.35,NA,0,3888577.477974049,0.27873775336597106
Haida Gwaii,2,HG,2012,sole,680149.78,NA,0,10845063.119959434,0.06271515181393837
Central Coast,3,CC,2012,sole,253917.08,NA,0,5370408.079975308,0.04728077945264216
North Vancouver Island,4,NV,2012,sole,83632.06,NA,0,5604487.737356744,0.014922337940459758
Aristazabal Island,8,AZ,2012,sole,82.61,NA,0,85526.64,9.658978769655864e-4
Pacific Offshore,7,PO,2012,sole,4226.8,NA,0,12253.869999999999,0.34493592636448733
West Vancouver Island,5,WV,2011,sole,1823564.81,NA,0,16201545.27479303,0.11255499269178788
Strait of Georgia,6,SG,2011,sole,81613.34,NA,0,7682969.610764271,0.010622629547519639
North Coast,1,NC,2011,sole,814812.02,NA,0,8595484.047202013,0.09479536178829116
Haida Gwaii,2,HG,2011,sole,803479.14,NA,0,7319205.81,0.10977682017114915
Central Coast,3,CC,2011,sole,259074.1,NA,0,5212590.872784705,0.04970159874864603
North Vancouver Island,4,NV,2011,sole,89001.79,NA,0,6655342.677632233,0.013372983828334456
Aristazabal Island,8,AZ,2011,sole,23.81,NA,0,993976.140166846,2.3954297329514692e-5
West Vancouver Island,5,WV,2010,sole,1038473.2,NA,0,11130145.004029172,0.09330275568054748
Strait of Georgia,6,SG,2010,sole,82179.81,NA,0,7867123.9394489,0.010445978814178537
North Coast,1,NC,2010,sole,666003.99,NA,0,3841450.283543457,0.17337305987093501
Haida Gwaii,2,HG,2010,sole,647474.56,NA,0,9241521.132846788,0.0700614704757538
Central Coast,3,CC,2010,sole,335519.38,NA,0,9532951.747544048,0.0351957493214459
North Vancouver Island,4,NV,2010,sole,72185.14,NA,0,6063301.455335896,0.011905253356069704
Aristazabal Island,8,AZ,2010,sole,107,NA,0,588791.5203010635,1.8172816066591496e-4
West Vancouver Island,5,WV,2009,sole,1105251.88,NA,0,14834480.446425686,0.07450560092020657
Strait of Georgia,6,SG,2009,sole,68493,NA,0,18541696.928107597,0.0036939984654894547
North Coast,1,NC,2009,sole,846319.74,NA,0,5081576.212980492,0.1665466982150424
Haida Gwaii,2,HG,2009,sole,788154.4,NA,0,14117849.720231751,0.055826801929370735
Central Coast,3,CC,2009,sole,239702.05,NA,0,5085115.877180197,0.04713797203239344
North Vancouver Island,4,NV,2009,sole,140448.68,NA,0,6861057.560052206,0.020470412727295544
West Vancouver Island,5,WV,2008,sole,1335939.39,NA,0,15511990.370206352,0.08612301568765274
Strait of Georgia,6,SG,2008,sole,65753.68,NA,0,12167682.550480561,0.005403960838656418
North Coast,1,NC,2008,sole,1043253.86,NA,0,9152255.537298894,0.11398871630587094
Haida Gwaii,2,HG,2008,sole,881438.45,NA,0,11240284.73,0.0784178044571652
Central Coast,3,CC,2008,sole,169465.77,NA,0,4152124.140710771,0.04081423489688591
North Vancouver Island,4,NV,2008,sole,74353.49,NA,0,4422887.674816839,0.016811073548929575
Aristazabal Island,8,AZ,2008,sole,19.92,NA,0,1142380.2229039313,1.7437276662023568e-5
Pacific Offshore,7,PO,2008,sole,157.1,NA,0,12437.29,0.012631369052261384
West Vancouver Island,5,WV,2007,sole,664323.57,NA,0,10667102.251645884,0.06227779150588886
Strait of Georgia,6,SG,2007,sole,75838.97,NA,0,13399208.115038458,0.005659959107201488
North Coast,1,NC,2007,sole,737412.94,NA,0,4634037.613483222,0.15912968376743836
Haida Gwaii,2,HG,2007,sole,411227.6,NA,0,11755290.6,0.03498234233358723
Central Coast,3,CC,2007,sole,321568.24,NA,0,9862748.438992398,0.032604323428617445
North Vancouver Island,4,NV,2007,sole,117304.15,NA,0,4939794.8401448,0.023746765563357173
Aristazabal Island,8,AZ,2007,sole,83.12,NA,0,187168.9044411718,4.440908613969319e-4
Pacific Offshore,7,PO,2007,sole,87.76,NA,0,9217.08,0.009521453649094942
West Vancouver Island,5,WV,2015,srsole,10723.53,NA,0,33452129.480067726,3.2056344892451643e-4
Strait of Georgia,6,SG,2015,srsole,4629.36,NA,0,16912592.048037514,2.737226787503088e-4
North Coast,1,NC,2015,srsole,150061.33,RSOLEHSTR,1,554189.4199999999,0.27077624469987177
Haida Gwaii,2,HG,2015,srsole,238046.33,RSOLEHSTR,1,3779299.05,0.06298689964743595
Central Coast,3,CC,2015,srsole,103070.77,RSOLE5AB,1,773248.77,0.13329574387813123
North Vancouver Island,4,NV,2015,srsole,3609.8,RSOLE5AB,1,433288.1,0.0083311773390499309
Aristazabal Island,8,AZ,2015,srsole,22.13,RSOLEHSTR,1,20479.850000000002,0.0010805743206126995
Pacific Offshore,7,PO,2015,srsole,0,NA,0,41149.73,0
West Vancouver Island,5,WV,2014,srsole,33128,NA,0,22716529.430170547,0.001458321355902264
Strait of Georgia,6,SG,2014,srsole,7200.04,NA,0,15505560.66062311,4.643521222863448e-4
North Coast,1,NC,2014,srsole,216393.49,RSOLEHSTR,1,549029.61,0.39413810486469025
Haida Gwaii,2,HG,2014,srsole,187170.4,RSOLEHSTR,1,3344699.98,0.05596029572733157
Central Coast,3,CC,2014,srsole,223200.13,RSOLE5AB,1,962870.7,0.231806960166095
North Vancouver Island,4,NV,2014,srsole,10743.55,RSOLE5AB,1,266794.42,0.04026902061894698
Aristazabal Island,8,AZ,2014,srsole,33.82,RSOLEHSTR,1,43060.19,7.854122334341766e-4
Pacific Offshore,7,PO,2014,srsole,0,NA,0,8847.82,0
West Vancouver Island,5,WV,2013,srsole,30876.26,NA,0,17867546.998836838,0.0017280637348825788
Strait of Georgia,6,SG,2013,srsole,6032.53,NA,0,14092531.850460354,4.280657346751313e-4
North Coast,1,NC,2013,srsole,307799.22,RSOLEHSTR,1,744768.2699999999,0.41328186551234253
Haida Gwaii,2,HG,2013,srsole,256238.54,RSOLEHSTR,1,3393271.96,0.075513705656531
Central Coast,3,CC,2013,srsole,185841.69,RSOLE5AB,1,917509.82,0.20255008278821474
North Vancouver Island,4,NV,2013,srsole,16608.99,RSOLE5AB,1,409787.47000000003,0.04053074145971325
Pacific Offshore,7,PO,2013,srsole,0,NA,0,30041.54,0
West Vancouver Island,5,WV,2012,srsole,23091.06,NA,0,16261364.429980952,0.0014199952346819799
Strait of Georgia,6,SG,2012,srsole,9229.1,NA,0,11305432.708615396,8.163420399616275e-4
North Coast,1,NC,2012,srsole,214259.47,RSOLEHSTR,1,519285.67000000004,0.41260424151507974
Haida Gwaii,2,HG,2012,srsole,286598.11,RSOLEHSTR,1,3698607.7100000004,0.07748810700445978
Central Coast,3,CC,2012,srsole,291449.36,RSOLE5AB,1,1165489.34,0.25006608812054854
North Vancouver Island,4,NV,2012,srsole,45744.23,RSOLE5AB,1,429823.94,0.10642550528944479
Aristazabal Island,8,AZ,2012,srsole,29.5,RSOLEHSTR,1,28181.87,0.0010467722688380864
Pacific Offshore,7,PO,2012,srsole,0,NA,0,12253.869999999999,0
West Vancouver Island,5,WV,2011,srsole,25351.4,NA,0,16201545.27479303,0.0015647519770501557
Strait of Georgia,6,SG,2011,srsole,6566.8,NA,0,7682969.610764271,8.547215897873065e-4
North Coast,1,NC,2011,srsole,388373.1,RSOLEHSTR,1,693035.94,0.5603938808714596
Haida Gwaii,2,HG,2011,srsole,214204.76,RSOLEHSTR,1,3546246.5500000003,0.06040323394886348
Central Coast,3,CC,2011,srsole,375252.59,RSOLE5AB,1,1179445.6300000001,0.31816014274435017
North Vancouver Island,4,NV,2011,srsole,42015.23,RSOLE5AB,1,424787.37,0.09890884938504646
Aristazabal Island,8,AZ,2011,srsole,7.48,RSOLEHSTR,1,28500.59,2.6245070716079917e-4
Pacific Offshore,7,PO,2011,srsole,0,NA,0,6367.5,0
West Vancouver Island,5,WV,2010,srsole,9353.1,NA,0,11130145.004029172,8.403394561898455e-4
Strait of Georgia,6,SG,2010,srsole,2792.68,NA,0,7867123.9394489,3.549810606130644e-4
North Coast,1,NC,2010,srsole,171618.63,RSOLEHSTR,1,955155.09,0.17967619269034102
Haida Gwaii,2,HG,2010,srsole,342310.86,RSOLEHSTR,1,5092484.82,0.0672188277627502
Central Coast,3,CC,2010,srsole,441424.52,RSOLE5AB,1,1947224.53,0.22669420665114567
North Vancouver Island,4,NV,2010,srsole,56912.7,RSOLE5AB,1,411242.93,0.13839192323622437
Aristazabal Island,8,AZ,2010,srsole,4.85,RSOLEHSTR,1,49990.36,9.701870520636378e-5
Pacific Offshore,7,PO,2010,srsole,0,NA,0,29268.309999999998,0
West Vancouver Island,5,WV,2009,srsole,19646.58,NA,0,14834480.446425686,0.0013243861199556722
Strait of Georgia,6,SG,2009,srsole,6836.48,NA,0,18541696.928107597,3.6870843194705075e-4
North Coast,1,NC,2009,srsole,175091.31,RSOLEHSTR,1,575534.38,0.3042238936273451
Haida Gwaii,2,HG,2009,srsole,610985.42,RSOLEHSTR,1,4638066.88,0.13173277484088372
Central Coast,3,CC,2009,srsole,168883.12,RSOLE5AB,1,1141362.6700000002,0.14796622006219984
North Vancouver Island,4,NV,2009,srsole,25141.22,RSOLE5AB,1,342309.49,0.07344587495952859
Aristazabal Island,8,AZ,2009,srsole,23.08,RSOLEHSTR,1,25420.4,9.079322119242812e-4
Pacific Offshore,7,PO,2009,srsole,0,NA,0,9615.72,0
West Vancouver Island,5,WV,2008,srsole,3151.66,NA,0,15511990.370206352,2.031757321132268e-4
Strait of Georgia,6,SG,2008,srsole,3987.52,NA,0,12167682.550480561,3.2771400662836274e-4
North Coast,1,NC,2008,srsole,210640.66,RSOLEHSTR,1,617040.26,0.34137263587954536
Haida Gwaii,2,HG,2008,srsole,277702.82,RSOLEHSTR,1,4296829.39,0.06462970595162496
Central Coast,3,CC,2008,srsole,59379.21,RSOLE5AB,1,1004162.9400000001,0.059133042691258846
North Vancouver Island,4,NV,2008,srsole,15450.95,RSOLE5AB,1,477946.84,0.03232775845949729
Aristazabal Island,8,AZ,2008,srsole,4.88,RSOLEHSTR,1,25734.06,1.8963195080760672e-4
Pacific Offshore,7,PO,2008,srsole,0,NA,0,12437.29,0
West Vancouver Island,5,WV,2007,srsole,2701.24,NA,0,10667102.251645884,2.5323090903935146e-4
Strait of Georgia,6,SG,2007,srsole,768.69,NA,0,13399208.115038458,5.736831560495497e-5
North Coast,1,NC,2007,srsole,196315.17,RSOLEHSTR,1,597081.52,0.3287912344029673
Haida Gwaii,2,HG,2007,srsole,377001.1,RSOLEHSTR,1,4658794.28,0.08092246133692771
Central Coast,3,CC,2007,srsole,192461.94,RSOLE5AB,1,1212719.55,0.15870276025483385
North Vancouver Island,4,NV,2007,srsole,25441.31,RSOLE5AB,1,440465.47,0.05776005551581603
West Vancouver Island,5,WV,2015,shrimp,17056084,NA,0,33452129.480067726,0.5098654185875604
Strait of Georgia,6,SG,2015,shrimp,855852,NA,0,16912592.048037514,0.0506044252453491
North Coast,1,NC,2015,shrimp,190907,NA,0,6183163.396933077,0.030875295984364923
Haida Gwaii,2,HG,2015,shrimp,0,NA,0,13542664.750681318,0
Central Coast,3,CC,2015,shrimp,33129,NA,0,4916529.47,0.006738289722892681
North Vancouver Island,4,NV,2015,shrimp,257632,NA,0,5674150.295034657,0.04540450756573173
Aristazabal Island,8,AZ,2015,shrimp,0,NA,0,130331.65999999999,0
West Vancouver Island,5,WV,2014,shrimp,15675,NA,0,22716529.430170547,6.900261788749092e-4
Strait of Georgia,6,SG,2014,shrimp,1023751,NA,0,15505560.66062311,0.06602476507668954
North Coast,1,NC,2014,shrimp,277032,NA,0,8738613.755689513,0.03170205340860051
Haida Gwaii,2,HG,2014,shrimp,0,NA,0,9029312.29,0
Central Coast,3,CC,2014,shrimp,27582,NA,0,4845805.251217306,0.005691933243307947
North Vancouver Island,4,NV,2014,shrimp,379213,NA,0,5643027.871330182,0.06720027060766783
Aristazabal Island,8,AZ,2014,shrimp,0,NA,0,1330071.9520534652,0
Pacific Offshore,7,PO,2014,shrimp,0,NA,0,8847.82,0
West Vancouver Island,5,WV,2013,shrimp,101552,NA,0,17867546.998836838,0.005683600552812927
Strait of Georgia,6,SG,2013,shrimp,1170546,NA,0,14092531.850460354,0.08306144079864275
North Coast,1,NC,2013,shrimp,300932,NA,0,4330308.408733,0.06949435735180104
Haida Gwaii,2,HG,2013,shrimp,0,NA,0,6216991.811604084,0
Central Coast,3,CC,2013,shrimp,1015,NA,0,9412649.495147534,1.0783361268506374e-4
North Vancouver Island,4,NV,2013,shrimp,617641,NA,0,5227998.770110408,0.11814099948362389
Aristazabal Island,8,AZ,2013,shrimp,0,NA,0,679871.7443152436,0
Pacific Offshore,7,PO,2013,shrimp,0,NA,0,30041.54,0
West Vancouver Island,5,WV,2012,shrimp,803759,NA,0,16261364.429980952,0.04942752519082075
Strait of Georgia,6,SG,2012,shrimp,958126,NA,0,11305432.708615396,0.08474916659048816
North Coast,1,NC,2012,shrimp,205447,NA,0,3888577.477974049,0.052833459321231784
Haida Gwaii,2,HG,2012,shrimp,0,NA,0,10845063.119959434,0
Central Coast,3,CC,2012,shrimp,38900,NA,0,5370408.079975308,0.007243397414257364
North Vancouver Island,4,NV,2012,shrimp,520068,NA,0,5604487.737356744,0.09279492156499583
Aristazabal Island,8,AZ,2012,shrimp,0,NA,0,85526.64,0
Pacific Offshore,7,PO,2012,shrimp,0,NA,0,12253.869999999999,0
West Vancouver Island,5,WV,2011,shrimp,304866,NA,0,16201545.27479303,0.018817093976481486
Strait of Georgia,6,SG,2011,shrimp,967401,NA,0,7682969.610764271,0.12591498457115033
North Coast,1,NC,2011,shrimp,270072,NA,0,8595484.047202013,0.031420220026807374
Haida Gwaii,2,HG,2011,shrimp,0,NA,0,7319205.81,0
Central Coast,3,CC,2011,shrimp,16755,NA,0,5212590.872784705,0.003214332451733169
North Vancouver Island,4,NV,2011,shrimp,373581,NA,0,6655342.677632233,0.05613249656633889
Aristazabal Island,8,AZ,2011,shrimp,0,NA,0,993976.140166846,0
Pacific Offshore,7,PO,2011,shrimp,0,NA,0,6367.5,0
West Vancouver Island,5,WV,2010,shrimp,85869,NA,0,11130145.004029172,0.007714993827026958
Strait of Georgia,6,SG,2010,shrimp,1155564,NA,0,7867123.9394489,0.14688519068646433
North Coast,1,NC,2010,shrimp,149846,NA,0,3841450.283543457,0.03900766349676092
Haida Gwaii,2,HG,2010,shrimp,0,NA,0,9241521.132846788,0
Central Coast,3,CC,2010,shrimp,53212,NA,0,9532951.747544048,0.005581901745564681
North Vancouver Island,4,NV,2010,shrimp,380577,NA,0,6063301.455335896,0.06276728986731811
Aristazabal Island,8,AZ,2010,shrimp,0,NA,0,588791.5203010635,0
Pacific Offshore,7,PO,2010,shrimp,0,NA,0,29268.309999999998,0
West Vancouver Island,5,WV,2009,shrimp,683801,NA,0,14834480.446425686,0.04609537910475047
Strait of Georgia,6,SG,2009,shrimp,940495,NA,0,18541696.928107597,0.050723243058422095
North Coast,1,NC,2009,shrimp,328249,NA,0,5081576.212980492,0.06459590218513567
Haida Gwaii,2,HG,2009,shrimp,0,NA,0,14117849.720231751,0
Central Coast,3,CC,2009,shrimp,26620,NA,0,5085115.877180197,0.005234885623641156
North Vancouver Island,4,NV,2009,shrimp,310424,NA,0,6861057.560052206,0.045244336938289435
Aristazabal Island,8,AZ,2009,shrimp,0,NA,0,454057.20029877074,0
Pacific Offshore,7,PO,2009,shrimp,0,NA,0,9615.72,0
West Vancouver Island,5,WV,2008,shrimp,715050,NA,0,15511990.370206352,0.04609659901371431
Strait of Georgia,6,SG,2008,shrimp,910309,NA,0,12167682.550480561,0.07481367106869889
North Coast,1,NC,2008,shrimp,386939,NA,0,9152255.537298894,0.042277993487296946
Haida Gwaii,2,HG,2008,shrimp,1300,NA,0,11240284.73,1.15655433223176e-4
Central Coast,3,CC,2008,shrimp,34332,NA,0,4152124.140710771,0.008268538905997873
North Vancouver Island,4,NV,2008,shrimp,220739,NA,0,4422887.674816839,0.04990834410216878
Aristazabal Island,8,AZ,2008,shrimp,0,NA,0,1142380.2229039313,0
Pacific Offshore,7,PO,2008,shrimp,0,NA,0,12437.29,0
West Vancouver Island,5,WV,2007,shrimp,540096,NA,0,10667102.251645884,0.05063193238976084
Strait of Georgia,6,SG,2007,shrimp,1023858,NA,0,13399208.115038458,0.0764118290580832
North Coast,1,NC,2007,shrimp,543292,NA,0,4634037.613483222,0.11723944545016952
Haida Gwaii,2,HG,2007,shrimp,37300,NA,0,11755290.6,0.0031730393802429694
Central Coast,3,CC,2007,shrimp,59329,NA,0,9862748.438992398,0.00601546317104091
North Vancouver Island,4,NV,2007,shrimp,351866,NA,0,4939794.8401448,0.07123089346554437
Aristazabal Island,8,AZ,2007,shrimp,0,NA,0,187168.9044411718,0
Pacific Offshore,7,PO,2007,shrimp,0,NA,0,9217.08,0
