year,region_id,status,goal,score,dimension
2010,3,62.375866661069956,FIS,62.375866661069956,status
2010,4,77.55091479783509,FIS,77.55091479783509,status
2010,5,91.15923257699352,FIS,91.15923257699352,status
2010,6,36.63304009730508,FIS,36.63304009730508,status
2010,7,36.8807209325,FIS,36.8807209325,status
2010,8,33.989564212616344,FIS,33.989564212616344,status
2011,1,32.47716853294021,FIS,32.47716853294021,status
2011,2,44.63781157718344,FIS,44.63781157718344,status
2011,3,77.53253985128681,FIS,77.53253985128681,status
2011,4,88.07215840780135,FIS,88.07215840780135,status
2011,5,87.53360616466563,FIS,87.53360616466563,status
2011,6,36.64935410781567,FIS,36.64935410781567,status
2011,7,35.154329390468746,FIS,35.154329390468746,status
2011,8,34.007826289667314,FIS,34.007826289667314,status
2012,1,42.28985336087965,FIS,42.28985336087965,status
2012,2,47.1262656804343,FIS,47.1262656804343,status
2012,3,62.05305601422821,FIS,62.05305601422821,status
2012,4,68.03231905011394,FIS,68.03231905011394,status
2012,5,67.73118579262426,FIS,67.73118579262426,status
2012,6,41.193690522398626,FIS,41.193690522398626,status
2012,7,34.79799976249999,FIS,34.79799976249999,status
2012,8,33.08052417257968,FIS,33.08052417257968,status
2013,1,55.795885042902505,FIS,55.795885042902505,status
2013,2,60.68013679981301,FIS,60.68013679981301,status
2013,3,41.530234437685515,FIS,41.530234437685515,status
2013,4,38.17276646086382,FIS,38.17276646086382,status
2013,5,38.6814680732777,FIS,38.6814680732777,status
2013,6,47.26332783754228,FIS,47.26332783754228,status
2013,7,34.79799976249999,FIS,34.79799976249999,status
2013,8,55.03460521779735,FIS,55.03460521779735,status
2014,1,87.80828462856384,FIS,87.80828462856384,status
2014,2,83.92959353149105,FIS,83.92959353149105,status
2014,3,34.828723687998526,FIS,34.828723687998526,status
2014,4,24.791716712221078,FIS,24.791716712221078,status
2014,5,25.810409907320214,FIS,25.810409907320214,status
2014,6,61.3862914905973,FIS,61.3862914905973,status
2014,7,34.79799976249999,FIS,34.79799976249999,status
2014,8,58.97137670196152,FIS,58.97137670196152,status
2015,1,89.90338630033344,FIS,89.90338630033344,status
2015,2,85.56816620713815,FIS,85.56816620713815,status
2015,3,38.20257514545349,FIS,38.20257514545349,status
2015,4,23.379042465895633,FIS,23.379042465895633,status
2015,5,24.988260318235582,FIS,24.988260318235582,status
2015,6,61.95465627775728,FIS,61.95465627775728,status
2015,7,34.79799976249999,FIS,34.79799976249999,status
2015,8,58.9762084195961,FIS,58.9762084195961,status
2016,1,89.34195757638787,FIS,89.34195757638787,status
2016,2,85.0989954918229,FIS,85.0989954918229,status
2016,3,30.92900681439258,FIS,30.92900681439258,status
2016,4,14.279748856226279,FIS,14.279748856226279,status
2016,5,16.092080093637577,FIS,16.092080093637577,status
2016,6,61.68426040208219,FIS,61.68426040208219,status
2016,7,34.79799976249999,FIS,34.79799976249999,status
2016,8,58.973734442414205,FIS,58.973734442414205,status
